ticket_id,created_at,channel,category,subcategory,priority,assigned_agent_id,first_response_at,resolved_at,status,requester_type,sla_policy_id,first_response_mins,resolution_mins,sla_first_response_met,sla_resolution_met
T001358,12-02-2026 12:06,Email,How-To,Report Setup,P4,A001,12-02-2026 15:49,15-02-2026 21:45,Resolved,Customer,SLA_P4,223,4899,TRUE,TRUE
T001359,21-12-2025 20:48,Chat,Billing,Invoice Request,P3,A005,21-12-2025 23:43,,Open,Partner,SLA_P3,175,,TRUE,FALSE
T001360,24-12-2025 20:45,Email,How-To,API Usage,P3,A010,24-12-2025 23:43,26-12-2025 14:06,Resolved,Customer,SLA_P3,178,2481,TRUE,TRUE
T001361,28-12-2025 08:45,Chat,Access & Login,SSO Setup,P3,A001,28-12-2025 11:58,,Pending,Customer,SLA_P3,193,,TRUE,FALSE
T001362,10-02-2026 09:29,Chat,Access & Login,MFA Issue,P4,A010,10-02-2026 15:29,13-02-2026 06:38,Resolved,Customer,SLA_P4,360,4149,TRUE,TRUE
T001363,03-01-2026 08:14,Chat,Access & Login,Password Reset,P4,A011,03-01-2026 15:18,07-01-2026 07:50,Resolved,Customer,SLA_P4,424,5736,TRUE,TRUE
T001364,12-01-2026 21:31,Phone,How-To,Report Setup,P4,A009,12-01-2026 23:50,17-01-2026 09:49,Resolved,Customer,SLA_P4,139,6498,TRUE,FALSE
T001365,24-01-2026 10:48,Email,Outage,Partial Degradation,P3,A007,24-01-2026 15:11,27-01-2026 00:41,Resolved,Internal,SLA_P3,263,3713,FALSE,FALSE
T001366,31-12-2025 00:09,Email,Bug,Data Mismatch,P4,A001,31-12-2025 05:42,02-01-2026 12:16,Resolved,Customer,SLA_P4,333,3607,TRUE,TRUE
T001367,03-01-2026 12:11,Email,Access & Login,SSO Setup,P2,A004,03-01-2026 12:56,03-01-2026 19:26,Resolved,Customer,SLA_P2,45,435,TRUE,TRUE
T001368,20-12-2025 07:40,Email,Bug,Data Mismatch,P4,A002,20-12-2025 13:53,23-12-2025 12:20,Resolved,Internal,SLA_P4,373,4600,TRUE,TRUE
T001369,22-01-2026 02:20,Chat,Bug,Data Mismatch,P4,A008,22-01-2026 07:33,,Open,Customer,SLA_P4,313,,TRUE,FALSE
T001370,03-01-2026 14:13,Email,Billing,Invoice Request,P3,A012,03-01-2026 17:53,03-01-2026 22:57,Resolved,Internal,SLA_P3,220,524,TRUE,TRUE
T001371,28-12-2025 09:08,Web,How-To,API Usage,P4,A013,28-12-2025 17:54,01-01-2026 06:40,Resolved,Partner,SLA_P4,526,5612,FALSE,TRUE
T001372,03-02-2026 00:45,Email,Bug,UI Bug,P3,A007,03-02-2026 03:51,04-02-2026 16:28,Resolved,Customer,SLA_P3,186,2383,TRUE,TRUE
T001373,15-12-2025 04:50,Email,Bug,Data Mismatch,P4,A009,15-12-2025 12:02,18-12-2025 23:39,Resolved,Customer,SLA_P4,432,5449,TRUE,TRUE
T001374,06-02-2026 05:11,Web,How-To,Feature Guidance,P3,A004,06-02-2026 08:47,07-02-2026 17:25,Resolved,Customer,SLA_P3,216,2174,TRUE,TRUE
T001375,13-01-2026 04:34,Email,Billing,Payment Failed,P3,A015,13-01-2026 08:41,14-01-2026 01:46,Resolved,Customer,SLA_P3,247,1272,FALSE,TRUE
T001376,12-02-2026 09:05,Chat,How-To,Report Setup,P4,A001,12-02-2026 14:15,16-02-2026 05:42,Resolved,Customer,SLA_P4,310,5557,TRUE,TRUE
T001377,20-01-2026 09:39,Email,How-To,Feature Guidance,P4,A012,20-01-2026 19:42,22-01-2026 05:40,Resolved,Partner,SLA_P4,603,2641,FALSE,TRUE
T001378,12-02-2026 04:19,Chat,Access & Login,SSO Setup,P3,A012,12-02-2026 05:24,13-02-2026 21:41,Resolved,Internal,SLA_P3,65,2482,TRUE,TRUE
T001379,07-01-2026 12:50,Phone,Access & Login,MFA Issue,P4,A010,07-01-2026 17:24,09-01-2026 11:33,Resolved,Customer,SLA_P4,274,2803,TRUE,TRUE
T001380,13-01-2026 04:11,Chat,Bug,Data Mismatch,P3,A007,13-01-2026 06:08,14-01-2026 13:57,Resolved,Customer,SLA_P3,117,2026,TRUE,TRUE
T001381,29-12-2025 18:07,Email,Bug,Integration Error,P3,A013,29-12-2025 22:35,31-12-2025 07:39,Resolved,Customer,SLA_P3,268,2252,FALSE,TRUE
T001382,20-12-2025 21:42,Phone,Bug,UI Bug,P3,A001,20-12-2025 22:27,22-12-2025 02:49,Resolved,Customer,SLA_P3,45,1747,TRUE,TRUE
T001383,29-01-2026 05:27,Chat,Bug,UI Bug,P4,A005,29-01-2026 13:17,01-02-2026 09:46,Resolved,Customer,SLA_P4,470,4579,TRUE,TRUE
T001384,19-12-2025 19:42,Email,Bug,UI Bug,P3,A010,19-12-2025 22:26,21-12-2025 00:58,Resolved,Customer,SLA_P3,164,1756,TRUE,TRUE
T001385,06-02-2026 03:54,Email,Billing,Invoice Request,P3,A002,06-02-2026 06:12,08-02-2026 06:03,Resolved,Customer,SLA_P3,138,3009,TRUE,FALSE
T001386,24-01-2026 21:43,Web,Access & Login,Password Reset,P4,A009,25-01-2026 02:56,30-01-2026 14:57,Resolved,Customer,SLA_P4,313,8234,TRUE,FALSE
T001387,18-12-2025 13:53,Chat,Access & Login,Password Reset,P3,A015,18-12-2025 16:19,18-12-2025 16:24,Resolved,Customer,SLA_P3,146,151,TRUE,TRUE
T001388,19-12-2025 22:36,Chat,Access & Login,SSO Setup,P4,A009,20-12-2025 03:13,23-12-2025 23:48,Resolved,Partner,SLA_P4,277,5832,TRUE,FALSE
T001389,18-12-2025 15:00,Web,Access & Login,SSO Setup,P3,A005,18-12-2025 19:07,20-12-2025 13:35,Resolved,Customer,SLA_P3,247,2795,FALSE,TRUE
T001390,16-01-2026 01:45,Web,Billing,Refund,P3,A009,16-01-2026 05:02,18-01-2026 00:14,Resolved,Customer,SLA_P3,197,2789,TRUE,TRUE
T001391,26-12-2025 16:21,Email,Bug,UI Bug,P4,A008,26-12-2025 21:58,31-12-2025 00:54,Resolved,Internal,SLA_P4,337,6273,TRUE,FALSE
T001392,17-01-2026 03:27,Email,How-To,API Usage,P4,A012,17-01-2026 10:46,19-01-2026 00:43,Resolved,Customer,SLA_P4,439,2716,TRUE,TRUE
T001393,06-01-2026 22:49,Email,Bug,Integration Error,P3,A014,07-01-2026 00:37,09-01-2026 00:20,Resolved,Customer,SLA_P3,108,2971,TRUE,FALSE
T001394,13-01-2026 04:44,Email,How-To,Feature Guidance,P4,A002,13-01-2026 09:45,16-01-2026 13:03,Resolved,Customer,SLA_P4,301,4819,TRUE,TRUE
T001395,03-01-2026 12:16,Email,How-To,API Usage,P4,A003,03-01-2026 17:36,05-01-2026 19:03,Resolved,Customer,SLA_P4,320,3287,TRUE,TRUE
T001396,19-01-2026 14:42,Web,Billing,Refund,P4,A005,19-01-2026 19:01,21-01-2026 23:08,Resolved,Customer,SLA_P4,259,3386,TRUE,TRUE
T001397,05-02-2026 14:26,Phone,Access & Login,Password Reset,P4,A002,05-02-2026 18:38,10-02-2026 23:50,Resolved,Customer,SLA_P4,252,7764,TRUE,FALSE
T001398,30-12-2025 15:51,Chat,Billing,Refund,P3,A003,30-12-2025 17:01,01-01-2026 07:32,Resolved,Customer,SLA_P3,70,2381,TRUE,TRUE
T001399,04-02-2026 22:27,Email,Bug,Integration Error,P3,A010,05-02-2026 02:45,,Pending,Customer,SLA_P3,258,,FALSE,FALSE
T001400,26-12-2025 23:44,Chat,Bug,Data Mismatch,P3,A002,27-12-2025 00:26,28-12-2025 11:11,Resolved,Customer,SLA_P3,42,2127,TRUE,TRUE
T001401,06-01-2026 21:57,Email,Access & Login,SSO Setup,P4,A015,07-01-2026 06:59,11-01-2026 01:46,Resolved,Customer,SLA_P4,542,5989,FALSE,FALSE
T001402,05-02-2026 03:55,Web,Access & Login,Password Reset,P3,A002,05-02-2026 06:16,07-02-2026 04:07,Resolved,Customer,SLA_P3,141,2892,TRUE,FALSE
T001403,01-02-2026 01:04,Phone,How-To,Feature Guidance,P4,A006,01-02-2026 01:42,03-02-2026 14:24,Resolved,Internal,SLA_P4,38,3680,TRUE,TRUE
T001404,18-01-2026 19:36,Email,Access & Login,Password Reset,P3,A009,18-01-2026 22:16,20-01-2026 19:54,Resolved,Internal,SLA_P3,160,2898,TRUE,FALSE
T001405,17-12-2025 04:41,Chat,How-To,Report Setup,P3,A011,17-12-2025 05:35,18-12-2025 06:53,Resolved,Customer,SLA_P3,54,1572,TRUE,TRUE
T001406,08-02-2026 14:00,Chat,Access & Login,Password Reset,P3,A013,08-02-2026 16:38,09-02-2026 06:49,Resolved,Customer,SLA_P3,158,1009,TRUE,TRUE
T001407,12-02-2026 15:22,Phone,Bug,UI Bug,P3,A015,12-02-2026 16:34,13-02-2026 14:39,Resolved,Customer,SLA_P3,72,1397,TRUE,TRUE
T001408,16-01-2026 20:18,Email,Outage,Latency,P2,A009,16-01-2026 21:08,17-01-2026 05:51,Resolved,Internal,SLA_P2,50,573,TRUE,TRUE
T001409,21-01-2026 10:01,Email,How-To,Report Setup,P3,A003,21-01-2026 12:56,21-01-2026 13:01,Resolved,Customer,SLA_P3,175,180,TRUE,TRUE
T001410,17-01-2026 11:31,Email,How-To,Report Setup,P4,A004,17-01-2026 17:38,19-01-2026 05:09,Resolved,Customer,SLA_P4,367,2498,TRUE,TRUE
T001411,29-01-2026 02:02,Chat,Billing,Refund,P3,A005,29-01-2026 04:08,30-01-2026 02:25,Resolved,Customer,SLA_P3,126,1463,TRUE,TRUE
T001412,08-02-2026 17:38,Chat,Bug,Integration Error,P3,A005,08-02-2026 19:32,10-02-2026 17:21,Resolved,Customer,SLA_P3,114,2863,TRUE,TRUE
T001413,12-02-2026 03:10,Chat,Access & Login,MFA Issue,P2,A004,12-02-2026 03:46,12-02-2026 11:06,Resolved,Customer,SLA_P2,36,476,TRUE,TRUE
T001414,23-12-2025 19:51,Web,Access & Login,MFA Issue,P4,A013,24-12-2025 02:03,27-12-2025 18:40,Resolved,Customer,SLA_P4,372,5689,TRUE,TRUE
T001415,07-02-2026 04:00,Phone,Billing,Invoice Request,P4,A008,07-02-2026 05:18,10-02-2026 22:07,Resolved,Customer,SLA_P4,78,5407,TRUE,TRUE
T001416,15-01-2026 18:19,Chat,Access & Login,SSO Setup,P3,A014,15-01-2026 20:57,17-01-2026 08:22,Resolved,Customer,SLA_P3,158,2283,TRUE,TRUE
T001417,29-01-2026 14:47,Chat,Billing,Payment Failed,P3,A012,29-01-2026 15:18,29-01-2026 15:23,Resolved,Customer,SLA_P3,31,36,TRUE,TRUE
T001418,07-01-2026 05:55,Email,Access & Login,SSO Setup,P2,A001,07-01-2026 06:19,07-01-2026 10:56,Resolved,Customer,SLA_P2,24,301,TRUE,TRUE
T001419,23-12-2025 14:16,Email,Bug,Data Mismatch,P3,A015,23-12-2025 17:33,,In Progress,Customer,SLA_P3,197,,TRUE,FALSE
T001420,24-01-2026 02:03,Email,Access & Login,SSO Setup,P3,A003,24-01-2026 04:15,24-01-2026 15:54,Resolved,Customer,SLA_P3,132,831,TRUE,TRUE
T001421,30-01-2026 05:56,Chat,Bug,UI Bug,P4,A010,30-01-2026 05:57,31-01-2026 02:07,Resolved,Customer,SLA_P4,1,1211,TRUE,TRUE
T001422,16-01-2026 03:21,Chat,Bug,UI Bug,P3,A003,16-01-2026 06:31,18-01-2026 06:33,Resolved,Internal,SLA_P3,190,3072,TRUE,FALSE
T001423,06-01-2026 14:09,Email,Bug,UI Bug,P3,A003,06-01-2026 16:35,08-01-2026 22:22,Resolved,Partner,SLA_P3,146,3373,TRUE,FALSE
T001424,29-01-2026 17:56,Chat,Bug,Data Mismatch,P3,A001,29-01-2026 18:11,31-01-2026 06:33,Resolved,Internal,SLA_P3,15,2197,TRUE,TRUE
T001425,21-12-2025 05:21,Chat,Billing,Payment Failed,P3,A009,21-12-2025 07:33,22-12-2025 22:15,Resolved,Customer,SLA_P3,132,2454,TRUE,TRUE
T001426,21-12-2025 02:24,Chat,Bug,UI Bug,P4,A002,21-12-2025 02:25,23-12-2025 12:23,Resolved,Customer,SLA_P4,1,3479,TRUE,TRUE
T001427,21-01-2026 05:16,Email,Access & Login,MFA Issue,P3,A014,21-01-2026 09:30,22-01-2026 20:15,Resolved,Customer,SLA_P3,254,2339,FALSE,TRUE
T001428,30-01-2026 13:27,Email,Outage,Latency,P1,A014,30-01-2026 13:30,30-01-2026 15:39,Resolved,Customer,SLA_P1,3,132,TRUE,TRUE
T001429,08-02-2026 07:04,Email,Outage,Service Down,P3,A014,08-02-2026 11:46,09-02-2026 16:25,Resolved,Customer,SLA_P3,282,2001,FALSE,TRUE
T001430,30-12-2025 14:56,Email,Access & Login,SSO Setup,P3,A004,30-12-2025 16:36,31-12-2025 02:03,Resolved,Customer,SLA_P3,100,667,TRUE,TRUE
T001431,26-12-2025 09:15,Email,Bug,UI Bug,P3,A012,26-12-2025 11:25,28-12-2025 02:51,Resolved,Internal,SLA_P3,130,2496,TRUE,TRUE
T001432,30-12-2025 01:05,Phone,Billing,Refund,P3,A005,30-12-2025 03:45,30-12-2025 07:43,Resolved,Internal,SLA_P3,160,398,TRUE,TRUE
T001433,29-01-2026 19:50,Email,Access & Login,SSO Setup,P4,A009,30-01-2026 02:46,01-02-2026 02:36,Resolved,Customer,SLA_P4,416,3286,TRUE,TRUE
T001434,26-01-2026 00:02,Chat,Access & Login,SSO Setup,P4,A010,26-01-2026 05:17,28-01-2026 20:46,Resolved,Customer,SLA_P4,315,4124,TRUE,TRUE
T001435,19-01-2026 12:04,Web,Outage,Latency,P1,A014,19-01-2026 12:21,19-01-2026 15:04,Resolved,Customer,SLA_P1,17,180,TRUE,TRUE
T001436,09-01-2026 01:39,Chat,Billing,Invoice Request,P2,A014,09-01-2026 02:11,09-01-2026 02:16,Resolved,Customer,SLA_P2,32,37,TRUE,TRUE
T001437,23-01-2026 00:48,Email,Access & Login,Password Reset,P4,A015,23-01-2026 06:40,,Pending,Internal,SLA_P4,352,,TRUE,FALSE
T001438,06-02-2026 06:34,Phone,Bug,Data Mismatch,P3,A002,06-02-2026 08:24,06-02-2026 21:23,Resolved,Customer,SLA_P3,110,889,TRUE,TRUE
T001439,12-01-2026 19:48,Phone,Billing,Refund,P4,A013,12-01-2026 21:40,14-01-2026 01:15,Resolved,Customer,SLA_P4,112,1767,TRUE,TRUE
T001440,24-12-2025 12:07,Email,Access & Login,Password Reset,P4,A012,24-12-2025 18:06,26-12-2025 04:10,Resolved,Internal,SLA_P4,359,2403,TRUE,TRUE
T001441,05-01-2026 03:44,Phone,Access & Login,Password Reset,P3,A004,05-01-2026 03:48,05-01-2026 05:11,Resolved,Customer,SLA_P3,4,87,TRUE,TRUE
T001442,31-01-2026 03:14,Chat,How-To,Report Setup,P4,A012,31-01-2026 05:21,04-02-2026 04:20,Resolved,Customer,SLA_P4,127,5826,TRUE,FALSE
T001443,10-02-2026 23:08,Email,Bug,Integration Error,P3,A010,11-02-2026 01:40,12-02-2026 16:40,Resolved,Internal,SLA_P3,152,2492,TRUE,TRUE
T001444,13-01-2026 12:55,Email,How-To,Report Setup,P4,A002,13-01-2026 18:24,16-01-2026 05:31,Resolved,Customer,SLA_P4,329,3876,TRUE,TRUE
T001445,08-02-2026 03:27,Email,Access & Login,Password Reset,P4,A004,08-02-2026 07:47,10-02-2026 10:20,Resolved,Customer,SLA_P4,260,3293,TRUE,TRUE
T001446,10-02-2026 13:39,Web,Access & Login,MFA Issue,P3,A008,10-02-2026 16:18,12-02-2026 07:26,Resolved,Customer,SLA_P3,159,2507,TRUE,TRUE
T001447,30-12-2025 11:28,Chat,Access & Login,Password Reset,P3,A004,30-12-2025 14:54,01-01-2026 15:07,Resolved,Customer,SLA_P3,206,3099,TRUE,FALSE
T001448,31-12-2025 21:34,Email,Access & Login,MFA Issue,P4,A011,01-01-2026 02:18,05-01-2026 14:31,Resolved,Customer,SLA_P4,284,6777,TRUE,FALSE
T001449,24-12-2025 19:02,Chat,Outage,Service Down,P2,A005,24-12-2025 19:28,24-12-2025 23:35,Resolved,Customer,SLA_P2,26,273,TRUE,TRUE
T001450,25-12-2025 06:31,Email,Bug,Data Mismatch,P4,A007,25-12-2025 13:14,30-12-2025 15:58,Resolved,Customer,SLA_P4,403,7767,TRUE,FALSE
T001451,03-02-2026 20:58,Chat,Bug,Data Mismatch,P4,A008,04-02-2026 02:28,05-02-2026 19:52,Resolved,Customer,SLA_P4,330,2814,TRUE,TRUE
T001452,25-01-2026 20:03,Email,Billing,Refund,P4,A003,26-01-2026 00:12,29-01-2026 00:42,Resolved,Customer,SLA_P4,249,4599,TRUE,TRUE
T001453,09-02-2026 09:47,Email,Bug,UI Bug,P4,A011,09-02-2026 15:54,14-02-2026 14:17,Resolved,Partner,SLA_P4,367,7470,TRUE,FALSE
T001454,10-01-2026 03:48,Email,Billing,Refund,P3,A015,10-01-2026 07:37,12-01-2026 17:22,Resolved,Partner,SLA_P3,229,3694,TRUE,FALSE
T001455,24-12-2025 14:12,Chat,Access & Login,MFA Issue,P3,A008,24-12-2025 16:59,26-12-2025 00:35,Resolved,Customer,SLA_P3,167,2063,TRUE,TRUE
T001456,03-01-2026 09:37,Email,How-To,API Usage,P4,A013,03-01-2026 14:47,06-01-2026 12:00,Resolved,Customer,SLA_P4,310,4463,TRUE,TRUE
T001457,09-01-2026 08:11,Web,Access & Login,Password Reset,P4,A004,09-01-2026 14:42,12-01-2026 07:19,Resolved,Partner,SLA_P4,391,4268,TRUE,TRUE
T001458,27-12-2025 00:51,Chat,Access & Login,SSO Setup,P4,A013,27-12-2025 03:55,29-12-2025 20:25,Resolved,Customer,SLA_P4,184,4054,TRUE,TRUE
T001459,24-12-2025 12:11,Email,How-To,API Usage,P4,A012,24-12-2025 19:19,28-12-2025 10:13,Resolved,Partner,SLA_P4,428,5642,TRUE,TRUE
T001460,11-01-2026 02:10,Email,How-To,Feature Guidance,P4,A010,11-01-2026 09:50,12-01-2026 03:25,Resolved,Customer,SLA_P4,460,1515,TRUE,TRUE
T001461,27-01-2026 17:20,Chat,How-To,API Usage,P4,A008,27-01-2026 19:38,29-01-2026 16:45,Resolved,Customer,SLA_P4,138,2845,TRUE,TRUE
T001462,20-01-2026 07:08,Email,Access & Login,Password Reset,P3,A001,20-01-2026 09:46,22-01-2026 02:26,Resolved,Internal,SLA_P3,158,2598,TRUE,TRUE
T001463,26-12-2025 12:54,Email,Billing,Invoice Request,P3,A008,26-12-2025 15:34,27-12-2025 09:15,Resolved,Customer,SLA_P3,160,1221,TRUE,TRUE
T001464,27-12-2025 05:53,Email,How-To,API Usage,P3,A011,27-12-2025 09:52,29-12-2025 10:52,Resolved,Customer,SLA_P3,239,3179,TRUE,FALSE
T001465,10-01-2026 16:27,Web,Outage,Latency,P2,A003,10-01-2026 17:09,11-01-2026 06:08,Resolved,Customer,SLA_P2,42,821,TRUE,FALSE
T001466,17-12-2025 02:22,Email,Outage,Latency,P2,A015,17-12-2025 03:02,17-12-2025 04:24,Resolved,Customer,SLA_P2,40,122,TRUE,TRUE
T001467,17-12-2025 02:19,Chat,Access & Login,SSO Setup,P3,A010,17-12-2025 05:25,17-12-2025 05:30,Resolved,Customer,SLA_P3,186,191,TRUE,TRUE
T001468,25-01-2026 13:34,Phone,How-To,Feature Guidance,P4,A014,25-01-2026 17:23,29-01-2026 03:51,Resolved,Customer,SLA_P4,229,5177,TRUE,TRUE
T001469,16-01-2026 09:28,Chat,How-To,Report Setup,P3,A004,16-01-2026 13:23,17-01-2026 16:46,Resolved,Customer,SLA_P3,235,1878,TRUE,TRUE
T001470,12-01-2026 21:02,Chat,Access & Login,Password Reset,P3,A001,12-01-2026 22:19,14-01-2026 11:00,Resolved,Customer,SLA_P3,77,2278,TRUE,TRUE
T001471,15-01-2026 07:17,Email,Access & Login,SSO Setup,P2,A015,15-01-2026 08:11,15-01-2026 14:13,Resolved,Customer,SLA_P2,54,416,TRUE,TRUE
T001472,03-01-2026 03:59,Email,How-To,API Usage,P4,A014,03-01-2026 11:25,04-01-2026 08:03,Resolved,Customer,SLA_P4,446,1684,TRUE,TRUE
T001473,12-02-2026 15:43,Chat,Access & Login,Password Reset,P3,A004,12-02-2026 17:15,13-02-2026 20:27,Resolved,Internal,SLA_P3,92,1724,TRUE,TRUE
T001474,11-02-2026 22:38,Email,Outage,Latency,P1,A009,11-02-2026 22:51,12-02-2026 00:33,Resolved,Customer,SLA_P1,13,115,TRUE,TRUE
T001475,18-01-2026 10:57,Email,Billing,Refund,P4,A007,18-01-2026 18:29,22-01-2026 06:20,Resolved,Customer,SLA_P4,452,5483,TRUE,TRUE
T001476,06-02-2026 00:34,Email,Billing,Refund,P3,A006,06-02-2026 02:33,07-02-2026 13:56,Resolved,Customer,SLA_P3,119,2242,TRUE,TRUE
T001477,23-12-2025 02:10,Email,Access & Login,SSO Setup,P2,A005,23-12-2025 02:36,23-12-2025 11:09,Resolved,Customer,SLA_P2,26,539,TRUE,TRUE
T001478,07-01-2026 11:39,Chat,Bug,Integration Error,P3,A008,07-01-2026 14:19,08-01-2026 09:02,Resolved,Customer,SLA_P3,160,1283,TRUE,TRUE
T001479,26-01-2026 14:53,Chat,Bug,Integration Error,P3,A001,26-01-2026 17:20,28-01-2026 18:30,Resolved,Customer,SLA_P3,147,3097,TRUE,FALSE
T001480,30-12-2025 15:37,Web,Access & Login,MFA Issue,P3,A009,30-12-2025 20:43,01-01-2026 21:07,Resolved,Customer,SLA_P3,306,3210,FALSE,FALSE
T001481,22-01-2026 03:30,Web,How-To,Report Setup,P3,A010,22-01-2026 06:36,24-01-2026 12:24,Resolved,Customer,SLA_P3,186,3414,TRUE,FALSE
T001482,06-02-2026 13:54,Phone,Bug,Integration Error,P3,A011,06-02-2026 15:44,07-02-2026 22:30,Resolved,Customer,SLA_P3,110,1956,TRUE,TRUE
T001483,31-12-2025 15:30,Phone,Access & Login,MFA Issue,P3,A012,31-12-2025 18:43,,Open,Internal,SLA_P3,193,,TRUE,FALSE
T001484,05-02-2026 13:50,Email,Billing,Invoice Request,P3,A004,05-02-2026 18:35,07-02-2026 00:28,Resolved,Partner,SLA_P3,285,2078,FALSE,TRUE
T001485,12-02-2026 19:00,Email,Bug,Data Mismatch,P4,A007,13-02-2026 02:06,18-02-2026 08:57,Resolved,Customer,SLA_P4,426,8037,TRUE,FALSE
T001486,25-12-2025 09:23,Email,Outage,Partial Degradation,P2,A004,25-12-2025 09:57,25-12-2025 17:28,Resolved,Customer,SLA_P2,34,485,TRUE,TRUE
T001487,17-12-2025 06:47,Chat,Billing,Invoice Request,P3,A003,17-12-2025 09:15,18-12-2025 19:22,Resolved,Internal,SLA_P3,148,2195,TRUE,TRUE
T001488,09-01-2026 15:29,Email,Access & Login,Password Reset,P2,A015,09-01-2026 16:38,10-01-2026 00:15,Resolved,Partner,SLA_P2,69,526,FALSE,TRUE
T001489,30-01-2026 11:54,Email,Billing,Refund,P4,A002,30-01-2026 18:51,05-02-2026 12:14,Resolved,Customer,SLA_P4,417,8660,TRUE,FALSE
T001490,18-12-2025 16:48,Email,How-To,API Usage,P4,A012,18-12-2025 20:30,21-12-2025 09:39,Resolved,Customer,SLA_P4,222,3891,TRUE,TRUE
T001491,26-01-2026 11:08,Chat,Billing,Invoice Request,P4,A009,26-01-2026 22:04,31-01-2026 01:14,Resolved,Customer,SLA_P4,656,6606,FALSE,FALSE
T001492,13-01-2026 09:25,Web,How-To,API Usage,P4,A010,13-01-2026 13:51,16-01-2026 19:50,Resolved,Customer,SLA_P4,266,4945,TRUE,TRUE
T001493,26-01-2026 02:44,Email,Outage,Partial Degradation,P3,A003,26-01-2026 05:39,28-01-2026 23:56,Resolved,Customer,SLA_P3,175,4152,TRUE,FALSE
T001494,14-01-2026 03:39,Chat,Access & Login,MFA Issue,P3,A011,14-01-2026 07:51,,Open,Partner,SLA_P3,252,,FALSE,FALSE
T001495,09-02-2026 22:30,Chat,Bug,Data Mismatch,P4,A008,10-02-2026 07:44,12-02-2026 18:38,Resolved,Customer,SLA_P4,554,4088,FALSE,TRUE
T001496,05-01-2026 02:41,Phone,How-To,Report Setup,P4,A004,05-01-2026 08:27,06-01-2026 20:47,Resolved,Customer,SLA_P4,346,2526,TRUE,TRUE
T001497,20-01-2026 11:14,Email,Billing,Refund,P3,A013,20-01-2026 14:10,21-01-2026 06:43,Resolved,Customer,SLA_P3,176,1169,TRUE,TRUE
T001498,28-12-2025 07:29,Email,Bug,Integration Error,P4,A012,28-12-2025 12:57,02-01-2026 04:39,Resolved,Customer,SLA_P4,328,7030,TRUE,FALSE
T001499,03-02-2026 17:06,Phone,How-To,API Usage,P3,A009,03-02-2026 18:39,,Open,Customer,SLA_P3,93,,TRUE,FALSE
T001500,20-12-2025 06:04,Phone,Access & Login,SSO Setup,P4,A013,20-12-2025 09:50,21-12-2025 12:52,Resolved,Customer,SLA_P4,226,1848,TRUE,TRUE
T001501,13-01-2026 23:59,Email,Bug,Integration Error,P3,A006,14-01-2026 02:35,15-01-2026 23:28,Resolved,Customer,SLA_P3,156,2849,TRUE,TRUE
T001502,28-01-2026 07:30,Chat,Billing,Invoice Request,P3,A003,28-01-2026 09:55,29-01-2026 13:39,Resolved,Customer,SLA_P3,145,1809,TRUE,TRUE
T001503,01-02-2026 03:48,Phone,Billing,Invoice Request,P4,A011,01-02-2026 04:02,02-02-2026 17:07,Resolved,Customer,SLA_P4,14,2239,TRUE,TRUE
T001504,13-01-2026 22:27,Email,Billing,Refund,P3,A015,14-01-2026 03:37,15-01-2026 17:25,Resolved,Internal,SLA_P3,310,2578,FALSE,TRUE
T001505,20-01-2026 07:39,Email,Bug,Data Mismatch,P3,A006,20-01-2026 10:21,21-01-2026 08:10,Resolved,Customer,SLA_P3,162,1471,TRUE,TRUE
T001506,19-01-2026 22:40,Email,Billing,Invoice Request,P3,A004,20-01-2026 02:23,21-01-2026 15:50,Resolved,Customer,SLA_P3,223,2470,TRUE,TRUE
T001507,29-12-2025 16:11,Email,Access & Login,SSO Setup,P4,A011,29-12-2025 19:03,30-12-2025 15:14,Resolved,Customer,SLA_P4,172,1383,TRUE,TRUE
T001508,06-01-2026 15:09,Chat,How-To,API Usage,P4,A003,06-01-2026 16:39,10-01-2026 15:35,Resolved,Customer,SLA_P4,90,5786,TRUE,FALSE
T001509,30-01-2026 17:19,Email,How-To,Report Setup,P4,A003,30-01-2026 22:34,,Pending,Customer,SLA_P4,315,,TRUE,FALSE
T001510,03-02-2026 13:05,Chat,Outage,Latency,P2,A009,03-02-2026 13:52,03-02-2026 21:17,Resolved,Customer,SLA_P2,47,492,TRUE,TRUE
T001511,10-02-2026 16:08,Phone,Bug,UI Bug,P2,A010,10-02-2026 16:46,,In Progress,Customer,SLA_P2,38,,TRUE,FALSE
T001512,16-12-2025 03:02,Phone,Outage,Latency,P2,A007,16-12-2025 03:24,16-12-2025 10:02,Resolved,Customer,SLA_P2,22,420,TRUE,TRUE
T001513,09-01-2026 15:40,Chat,Access & Login,SSO Setup,P4,A013,09-01-2026 17:05,10-01-2026 03:06,Resolved,Customer,SLA_P4,85,686,TRUE,TRUE
T001514,04-01-2026 19:07,Email,Access & Login,SSO Setup,P3,A008,04-01-2026 22:00,06-01-2026 18:56,Resolved,Customer,SLA_P3,173,2869,TRUE,TRUE
T001515,30-01-2026 21:44,Email,Billing,Refund,P4,A012,31-01-2026 06:32,01-02-2026 22:28,Resolved,Customer,SLA_P4,528,2924,FALSE,TRUE
T001516,29-01-2026 00:32,Email,Access & Login,MFA Issue,P3,A008,29-01-2026 03:12,31-01-2026 06:01,Resolved,Customer,SLA_P3,160,3209,TRUE,FALSE
